,names,scores,logfoldchanges,pvals,pvals_adj
1643,GALNT9,5.2567644,3.0574431,1.4661203453421718e-07,1.9945151879603044e-06
1647,HPS3,5.2469487,1.1285233,1.5463893203227826e-07,2.0988744754214283e-06
1650,ZNF91,5.2407846,1.020998,1.5989534052556068e-07,2.1664808969143565e-06
1651,SH2D3C,5.240117,1.8137872,1.6047476517473735e-07,2.1730842698906056e-06
1654,FCGR2B,5.234869,1.2693299,1.651019173864877e-07,2.2319018076021016e-06
1659,EFHC1,5.2247396,1.916551,1.744006230018908e-07,2.34953076753061e-06
1662,HLA-DOB,5.2234044,1.6063092,1.756631658238958e-07,2.3624944176304346e-06
1663,TIMP2,5.221127,2.1584382,1.7783733672662352e-07,2.3903728125048376e-06
1667,DNPH1,5.213929,1.5791682,1.8488214803514838e-07,2.479416670496368e-06
1668,APOM,5.2126727,1.4730848,1.861391295224942e-07,2.49485626014732e-06
1670,SRM,5.2111416,1.2543068,1.8768224771273656e-07,2.512685248306138e-06
1671,TMEM30A,5.210618,1.1047845,1.8821264042826098e-07,2.5183576825556938e-06
1672,PCBD1,5.209676,2.8943653,1.8917100072933644e-07,2.5297468159855684e-06
1678,ACOT2,5.198146,1.4040266,2.0128637690215746e-07,2.6826439040212436e-06
1679,KLHL14,5.1838803,2.5688577,2.1731636803066158e-07,2.894649116607057e-06
1688,NCOA1,5.165584,1.5729762,2.3968919260737676e-07,3.1765210629488564e-06
1694,SBF1,5.1526146,1.1702493,2.568797070395499e-07,3.39291087031589e-06
1698,GID8,5.137839,1.1449945,2.7791617000292223e-07,3.6605219646088024e-06
1699,IFI27L2,5.1362553,1.2226862,2.8026703623111045e-07,3.6894271367333518e-06
1702,CNP,5.1317663,1.5017039,2.8703591418837516e-07,3.7701216931487025e-06
1704,AGGF1,5.126348,1.0873156,2.9541635119272184e-07,3.875882233019352e-06
1705,SGPP1,5.1148963,1.4045683,3.139130464625687e-07,4.1139864717690226e-06
1713,ZNF592,5.093904,1.3312458,3.5076397038575146e-07,4.574078449179498e-06
1714,POLR3K,5.0922685,2.1373384,3.5380491761271224e-07,4.611185792607867e-06
1721,KNL1,5.070556,2.2958229,3.966546245665951e-07,5.149746481653104e-06
1722,TOP1MT,5.063227,1.8469647,4.1221787371518087e-07,5.345922238076602e-06
1724,DIP2A,5.0623503,1.3403244,4.141189007849085e-07,5.3632109291284745e-06
1730,UAP1L1,5.0562253,2.2382753,4.276355982317513e-07,5.518580112118111e-06
1739,ZSWIM8,5.0302076,1.2832469,4.899487810139214e-07,6.288342076276013e-06
1741,RAB29,5.0246587,1.1217773,5.043287895342837e-07,6.465873122964529e-06
1748,SEC24C,4.999989,1.3488358,5.733363897015175e-07,7.322759094223441e-06
1749,NACA,4.997777,1.4123023,5.799498354007408e-07,7.4032211817002084e-06
1750,HDLBP,4.9968085,1.4201068,5.828687586707343e-07,7.432442631499374e-06
1755,C1orf112,4.9867053,3.8263984,6.141771033677505e-07,7.806366273984391e-06
1757,SEC23A,4.9776487,1.0664243,6.436137654082276e-07,8.167320271467954e-06
1760,AEBP1,4.9719815,2.1082437,6.627195882122872e-07,8.396226752858087e-06
1763,NORAD,4.966236,1.050857,6.826475978206994e-07,8.630172068217446e-06
1769,MED17,4.946618,1.1046138,7.55138574174793e-07,9.510958253067044e-06
1772,IBTK,4.9433727,1.2495906,7.678254196142074e-07,9.65529215724781e-06
1774,C16orf74,4.929971,1.6661452,8.2241804879818e-07,1.0330778715158829e-05
1781,EXOC4,4.9128265,1.1753576,8.977270977519341e-07,1.1234916589734306e-05
1782,PPIL2,4.912434,1.0906291,8.995272050790814e-07,1.1251478866709887e-05
1783,MARCH2,4.9103923,1.5208439,9.089439300245094e-07,1.1363243421805348e-05
1787,AGPAT3,4.9056544,1.6447412,9.311626537337372e-07,1.1616401752683616e-05
1788,TPP1,4.9041233,1.2906715,9.384549954784744e-07,1.1701190310765152e-05
1800,TRAPPC6A,4.874284,1.2930841,1.0920378825199114e-06,1.3502027313314547e-05
1805,F11R,4.8686695,1.2583214,1.123521280187439e-06,1.3855001450503724e-05
1808,CEP68,4.862479,1.8341341,1.1592459438781084e-06,1.4273177889074069e-05
1812,DUSP22,4.8511324,1.2191089,1.2275859685956395e-06,1.5083139831734971e-05
1816,KLHDC4,4.836121,1.5038348,1.323973097324533e-06,1.6225200942965187e-05
1819,KMT5A,4.8260436,1.53073,1.392719401238537e-06,1.7032308822504243e-05
1831,MAGEF1,4.8025126,1.1298155,1.5668701590385585e-06,1.903388387225275e-05
1832,TGFBI,4.7994895,3.8263984,1.5907071268343233e-06,1.9303578567954e-05
1833,TMEM160,4.7992406,1.3041049,1.5926831836121997e-06,1.931762650709083e-05
1844,KCTD20,4.768616,1.1273943,1.8549578875805706e-06,2.233804643906337e-05
1850,CTSD,4.7591276,1.9302617,1.9443142007629658e-06,2.3330781942352965e-05
1863,CCR6,4.744038,1.2157683,2.094996596289755e-06,2.4973840738498527e-05
1864,RNF121,4.743174,1.8601292,2.1039530381261277e-06,2.506794727859212e-05
1865,TMX3,4.7423496,1.2344154,2.1125366678203953e-06,2.515751915770171e-05
1871,GPM6A,4.730715,3.71036,2.237305895666213e-06,2.6562943186825768e-05
1877,GABARAPL1,4.714735,1.3778341,2.4202540835238402e-06,2.8634214101961502e-05
1882,TOX2,4.7041607,2.007709,2.549127160751658e-06,3.0083524187610693e-05
1889,TUBA1C,4.6940045,1.2832152,2.6790799570076207e-06,3.1506888004609305e-05
1890,CDC25B,4.6908636,1.3301882,2.7205426924895252e-06,3.1978570304198334e-05
1897,RELCH,4.667764,1.0490907,3.0449492011581473e-06,3.5649769838757815e-05
1899,BAK1,4.6598988,1.0308608,3.163649598595247e-06,3.700278566682043e-05
1903,EZH1,4.6417594,1.2670158,3.4545469694783264e-06,4.0325258219879795e-05
1906,TBCCD1,4.629261,1.923733,3.6697287600999392e-06,4.275252118688986e-05
1907,SYNJ2,4.628895,1.0987834,3.6762277076933577e-06,4.280710536985018e-05
1914,MGST3,4.61442,1.1398214,3.941947257920329e-06,4.572077696741697e-05
1917,TEX10,4.605599,1.1531962,4.112802842745024e-06,4.7626839722913695e-05
1918,GOLGA2,4.6055202,1.1809046,4.114355217346144e-06,4.7626839722913695e-05
1920,TP53I3,4.601516,2.7034588,4.1942751818381496e-06,4.850439839143843e-05
1925,EFTUD2,4.5910063,1.0467392,4.41113599589746e-06,5.0887606505947084e-05
1932,CHCHD5,4.5710483,1.0742383,4.852907217198977e-06,5.579306821604845e-05
1933,SBNO1,4.570302,1.0229352,4.870214587746914e-06,5.596478817652892e-05
1934,TFDP2,4.568496,1.3670945,4.912361802079408e-06,5.6421642634783584e-05
1942,SNX13,4.5545187,1.0037225,5.25056461316695e-06,6.007226202839531e-05
1947,ATAD2,4.5397563,1.2053108,5.631933541410179e-06,6.424868408791903e-05
1950,DUS2,4.537191,1.3903137,5.700847964124747e-06,6.49093654111126e-05
1951,CTDSP2,4.5346,1.2141024,5.771284763129381e-06,6.567966936554618e-05
1952,QTRT1,4.5319037,1.080371,5.845451317615526e-06,6.649165660225507e-05
1954,NUCB1,4.527742,1.1283178,5.961735251179144e-06,6.774907902435308e-05
1959,BCL6,4.5222845,1.3003266,6.117579178307695e-06,6.935313225052668e-05
1960,NDRG1,4.5221796,1.7058882,6.120606767795161e-06,6.935414380233758e-05
1968,CBL,4.5105844,1.1029048,6.464932857696047e-06,7.290578606794066e-05
1970,DDX1,4.5092626,1.2146289,6.505341121664595e-06,7.329143985424794e-05
1971,ADCK2,4.507757,1.3470938,6.551644728782435e-06,7.377789624687586e-05
1972,APBB1,4.506331,1.0761052,6.59582343438146e-06,7.423997163648337e-05
1977,CSNK2A2,4.4934134,1.2678996,7.009049845248973e-06,7.86660026140806e-05
1978,AL139042.1,4.4934134,2.9942014,7.009049845248973e-06,7.86660026140806e-05
1979,LMF1,4.4915814,2.1216276,7.0696316880407785e-06,7.930823038632438e-05
1980,CTNNA1,4.4908485,1.775852,7.094004380684165e-06,7.954384104384245e-05
1981,CD1C,4.4903903,3.50915,7.1092781006819255e-06,7.967725119202065e-05
1991,YBEY,4.4679585,1.3488774,7.896964217329756e-06,8.808697846012961e-05
1994,RASSF3,4.466741,1.3048637,7.942006861227548e-06,8.846398676052564e-05
1996,B4GALT2,4.46254,2.76881,8.099371065114843e-06,9.013175636487771e-05
1997,ARHGEF12,4.4616895,1.7165278,8.131596937387554e-06,9.044772974229899e-05
2001,WDR41,4.451848,1.0251069,8.513449804251628e-06,9.442808070007105e-05
2002,CD79B,4.447856,1.3953304,8.67315816869046e-06,9.61543223370601e-05
2005,RASGRF1,4.435554,2.3820329,9.183582592318484e-06,0.00010166984049085045
2010,LARP4B,4.425935,1.154215,9.602557562972321e-06,0.00010605950685953939
2011,DHX16,4.4239454,1.4195428,9.691452292861486e-06,0.00010699127617792781
2019,DNAJC13,4.4002833,1.4793509,1.0810963242051978e-05,0.00011879476974029462
2020,RAPGEF2,4.393504,1.161012,1.1153812145856108e-05,0.0001224481060830892
2021,NFATC2IP,4.388845,1.0621598,1.1395429949358656e-05,0.00012504246075997785
2024,TNPO3,4.380796,1.0701647,1.1824646883989208e-05,0.00012957156007557905
2027,POLR2H,4.3745275,1.4388301,1.2169592194792171e-05,0.0001331659177439405
2028,DDI2,4.372656,1.3428947,1.2274419308999443e-05,0.00013425075020867183
2031,KIAA2013,4.366845,1.1922648,1.2605415709813267e-05,0.00013767960527474434
2038,RNF144B,4.3401594,1.4676056,1.4237923739831493e-05,0.00015493670540859508
2051,NUDT1,4.3092732,1.2418191,1.6379185686045472e-05,0.00017709478687481965
2053,ACADM,4.3081083,1.0783527,1.6465659804334652e-05,0.00017786680474220174
2054,NUMBL,4.3076243,1.4415869,1.6501737617834532e-05,0.00017809351302869157
2055,CASP7,4.304182,1.1149756,1.676036222303807e-05,0.00018080202447457382
2062,PLCG1,4.276136,1.3330657,1.901651488738286e-05,0.00020425491475052667
2064,HOMER2,4.2756257,3.4917881,1.9060138578440786e-05,0.00020458228779760704
2067,CPTP,4.274029,1.9307039,1.9197218712006608e-05,0.000205679506699724
2068,FCRL3,4.2738323,1.9420403,1.9214137503980796e-05,0.00020576737182688692
2070,DDX19A,4.2687416,1.1419086,1.9657890469988184e-05,0.0002103287347067684
2071,FAR1,4.2605095,1.0464286,2.0396139237961566e-05,0.0002180299250152205
2075,HIST1H2AC,4.2526307,1.4297042,2.112736572777844e-05,0.0002254381615157118
2078,DSTN,4.2504582,1.4999573,2.1333348339901575e-05,0.00022732777465765095
2080,PEPD,4.248417,1.3548267,2.1528663740931427e-05,0.0002292020975539939
2084,LRRC8A,4.239805,1.6815231,2.2371383970835795e-05,0.00023763806294493125
2088,EPB41L5,4.2351985,1.9739127,2.2834997754952337e-05,0.00024212688769548069
2092,MED26,4.223446,1.1639892,2.4059513506485947e-05,0.0002546532274859138
2099,ZNF852,4.2098875,1.2086059,2.5549807590661624e-05,0.0002695807369523408
2111,MRNIP,4.1882668,1.8604437,2.8109284230751353e-05,0.00029474164180294277
2114,TTC28,4.183516,2.1202843,2.870346937473848e-05,0.0003005714230931466
2118,ZNF208,4.1750355,1.8351467,2.9793960384245292e-05,0.00031116232165900073
2120,ZXDC,4.173151,1.031944,3.0041582836319022e-05,0.0003134710343437833
2124,MAPK3,4.1680074,1.0742664,3.07273777731399e-05,0.00032006103158844704
2125,CBFA2T3,4.1651936,1.1543552,3.110882765437223e-05,0.0003238913361826854
2128,OSBPL11,4.1599326,1.024172,3.183415375770779e-05,0.0003308593267913593
2129,RGS1,4.15865,1.5966692,3.2013395066896115e-05,0.000332575776304555
2130,AC133065.1,4.158166,2.7013052,3.2081316823549404e-05,0.00033313476506213665
2132,MPST,4.154017,1.9362068,3.2668878925673344e-05,0.0003387889056602232
2133,CAPN1,4.1515174,1.5230945,3.302781932207715e-05,0.0003423608341936702
2135,KATNBL1,4.1492534,1.301742,3.335616352069089e-05,0.00034546095988541775
2138,ZER1,4.1461515,1.0159851,3.3811012563485414e-05,0.00034971136263626043
2149,PAM,4.1268477,1.5327263,3.6777001109663356e-05,0.0003783991094992956
2150,GART,4.1184587,1.393482,3.814152224076299e-05,0.00039191133340515054
2151,TOLLIP,4.1171107,1.1428353,3.836521467574934e-05,0.0003938817581521147
2156,GOLGA8A,4.105358,1.6354598,4.036892228517524e-05,0.0004133742614737489
2157,PFKP,4.104965,1.9947846,4.0437545972038934e-05,0.0004138973970416457
2165,PRKCD,4.0942335,1.1108809,4.235669771591261e-05,0.0004320419776096307
2168,PYHIN1,4.0853734,2.4686573,4.4005975160793745e-05,0.0004482835700130405
2170,KCNAB2,4.0843134,1.1375421,4.4207334973759274e-05,0.00044994641111929286
2171,FAM122B,4.083332,1.3005581,4.43945582029746e-05,0.00045165722295896965
2175,LINC01572,4.07561,2.526421,4.589383161334862e-05,0.0004661067588510618
2178,PTTG1,4.072299,1.4312385,4.655134142320147e-05,0.00047217503722038
2187,FBXO11,4.0515556,1.0196234,5.087824380611925e-05,0.0005134156428199371
2188,HDAC9,4.048375,1.6840715,5.157440027629348e-05,0.0005202181921886132
2189,VAMP3,4.046805,1.0942167,5.192150175414016e-05,0.0005234956026924264
2191,ATXN10,4.0458364,1.3048671,5.2136649952256996e-05,0.0005252161113201545
2198,PPM1M,4.035209,1.5281056,5.4553635802150767e-05,0.0005479274322715594
2207,OSBPL3,4.0251584,1.0712131,5.693702736128486e-05,0.000569664384195205
2208,NOP2,4.0250664,1.0748353,5.695919784352344e-05,0.000569664384195205
2226,SLC35D2,3.9947038,1.6154618,6.477520100506923e-05,0.0006426603906358339
2227,CORO1C,3.9940493,1.2723861,6.49543320719001e-05,0.0006440741331654844
2235,NAGLU,3.9779518,1.6922665,6.951145298722152e-05,0.00068647649575623
2239,KIF22,3.9752557,1.1178938,7.030364848444481e-05,0.0006931399395064122
2240,ZFP90,3.9671547,1.2825086,7.273578797260494e-05,0.0007165203687468258
2244,CDC34,3.9583468,1.3428129,7.547031163863423e-05,0.000742219069002785
2246,YIF1A,3.9537401,1.0420601,7.693899369176066e-05,0.0007560329176130836
2250,MYBL2,3.9469476,2.92388,7.915384395338482e-05,0.0007758588782523845
2252,FUOM,3.9458482,1.4795306,7.951793551404621e-05,0.0007787808431278144
2254,TTC24,3.9448144,2.2733397,7.986179912749268e-05,0.0007815000185763722
2262,GPRIN3,3.9354177,3.4415817,8.305213750863828e-05,0.0008100328932299129
2263,LILRB1,3.9339256,1.5356885,8.356963034937697e-05,0.0008147434882843224
2264,TCTN1,3.9328787,1.1768826,8.393460116035433e-05,0.0008179638279057982
2270,VPS13D,3.9255235,1.1572613,8.654130065737051e-05,0.0008412826686227002
2272,GANC,3.9217544,1.4234421,8.79065797087988e-05,0.0008538514406859169
2295,CSE1L,3.8877795,1.1368729,0.00010116550808302908,0.0009726311557163893
2298,GOLGA3,3.881,1.0174193,0.0001040277968150785,0.0009989292466339697
2300,LAMTOR2,3.8788013,1.0318593,0.000104972403222032,0.0010071803387193582
2302,RPIA,3.875909,1.1130818,0.00010622734215816153,0.0010183931587973544
2303,TM2D1,3.8740506,1.1041493,0.0001070411392033628,0.0010257783226215885
2308,ZMAT3,3.8656092,2.1073453,0.00011081221749920956,0.0010589071941837422
2310,ACYP2,3.8645754,1.1014478,0.0001112826232418322,0.0010625419726444036
2312,CYTH2,3.8567884,1.4300486,0.00011488655541127978,0.001096066033699449
2323,ARRDC1,3.838152,1.1597327,0.00012396382063396924,0.0011764849450838666
2324,PSMD10,3.8376546,1.1352903,0.00012421507161450193,0.0011780477174774423
2327,NUP50,3.835495,1.2217757,0.0001253116077153326,0.001186889998758024
2329,HMG20B,3.8326683,1.4648619,0.00012676086776324268,0.0011996538740239844
2333,SKI,3.827119,1.0352384,0.00012965177223764527,0.0012246883098845538
2336,ADCY3,3.8220804,1.3563992,0.0001323304870033587,0.001248359905971333
2340,KBTBD8,3.811113,1.1883385,0.00013834239142096382,0.0013029910074656861
2349,ELK1,3.7955391,1.1388245,0.00014732293888607213,0.0013826096725757298
2351,AHCY,3.7905529,1.1340091,0.00015031234714052528,0.0014095440324027883
2374,GRN,3.7614596,1.0065854,0.00016892479075721585,0.0015691191799459133
2380,GCHFR,3.7549944,1.6877425,0.00017334543271185977,0.0016063887900659702
2381,ARHGEF3,3.7542353,1.2106107,0.0001738715340440684,0.0016106317967198378
2383,TACC3,3.7493668,1.0965698,0.00017728170619883015,0.0016409333770239169
2389,KLHDC3,3.7306254,1.2422359,0.0001910049804529374,0.001763806945864899
2392,VPS8,3.7263067,1.7227005,0.00019430600969718703,0.0017921863020252855
2402,HERC2,3.70839,1.0703456,0.00020858128937040578,0.0019156203007819797
2407,GSTM2,3.7043722,1.9153528,0.00021191500475428412,0.001942458196976842
2409,NTAN1,3.7017546,1.2372261,0.0002141136538384431,0.001961088308711204
2412,FAM53C,3.6997523,1.1690124,0.00021581006226006734,0.001974327480435802
2414,ZNF254,3.69597,1.1889862,0.00021904887594046497,0.0020024053519840414
2417,S1PR4,3.6918213,1.2274157,0.00022265394054865847,0.0020329984366615032
2418,ZMYM4,3.6907089,1.0044086,0.00022363002552002004,0.0020411212267397653
2420,HAUS8,3.6845446,1.1617668,0.00022911188208519872,0.002089539317178109
2421,EEFSEC,3.6799772,1.1560501,0.00023325488754260922,0.002125681509910504
2424,H1FX-AS1,3.6776476,1.1489584,0.00023539491251705694,0.002142701936035517
2429,EI24,3.666916,1.0417622,0.00024549353478777245,0.0022303248274040772
2430,AC012645.3,3.6656988,1.6135874,0.0002466641821489187,0.0022400979958679982
2432,AL109955.1,3.6623876,1.2418971,0.0002498753998729805,0.002267515979700868
2437,ALG3,3.6541686,1.248944,0.0002580165927829584,0.0023369016268058973
2449,GLRX5,3.63264,1.1896892,0.00028053642884908516,0.0025292212872898997
2450,FBXO44,3.6324565,1.2140824,0.0002807357605799877,0.0025300519881517563
2455,PRDX4,3.624421,1.487258,0.00028960957559906887,0.002605051376853972
2461,PRCP,3.6124067,1.2975678,0.0003033682848554076,0.002720517335654326
2479,ADSL,3.571443,1.4755639,0.0003550197903196798,0.003159702907584993
2489,NBPF15,3.5524662,1.0156231,0.00038163798518806263,0.00338384724432526
2490,SERPINF1,3.5488148,2.8982928,0.0003869690729116526,0.00342827579664338
2498,INPP5F,3.537337,1.4364889,0.0004041833277818652,0.003569000780260144
2506,KIF1C,3.5302308,1.5122766,0.00041519747178020373,0.003653954484126827
2507,ITPA,3.5294716,1.0079731,0.0004163903629298911,0.0036630867447760788
2510,GANAB,3.5282807,1.1621655,0.00041826842038533056,0.0036754987067591054
2512,SYNE1,3.5278356,1.1041493,0.0004189721398931015,0.00367894323582473
2517,AC005944.1,3.521606,1.5949662,0.00042894102629905225,0.0037580902166802262
2520,NSMCE1,3.5185306,1.3844997,0.00043394389152408145,0.0037976928704645508
2525,WBP4,3.509618,1.0035951,0.00044875092258586934,0.003920010372240664
2528,PLD4,3.4932587,3.1157038,0.0004771640246914621,0.004157439082610771
2530,SH3BP2,3.4914396,1.5533408,0.0004804251930296042,0.004182764969043802
2533,YEATS2,3.4895027,1.250517,0.00048392035980799334,0.004208538044417121
2543,RTL8C,3.4797,1.8438302,0.0005019753390790218,0.00434793538652556
2545,PAPSS1,3.471298,1.494691,0.0005179489062244139,0.004483002579250034
2546,WRAP73,3.47101,1.1768221,0.000518504592499946,0.0044861671175865925
2549,ZNF860,3.4678037,2.0503428,0.0005247305810238909,0.004535047932591321
2556,ATP6V0A2,3.4564044,1.0621501,0.0005474332030518639,0.004715717478698227
2557,ERMN,3.453067,1.1108654,0.0005542509564673365,0.004772705335825809
2566,PES1,3.4430554,1.1146214,0.0005751817065654015,0.00493493777537738
2569,SLC1A4,3.4384747,1.3516246,0.0005850012239267182,0.005013719639920962
2570,MZB1,3.4370613,1.1312666,0.000588062613827598,0.0050375165681980395
2576,HOXB2,3.430164,1.6100732,0.0006032161667895737,0.00515672263119678
2579,MFSD1,3.4246414,1.0854915,0.0006156116911908856,0.005256976391888015
2582,ARRDC4,3.4195242,1.5957885,0.0006273077919794566,0.005347181586887365
2583,STIP1,3.4187126,1.1414801,0.0006291812963124026,0.005361215211863408
2584,LINC01278,3.4173255,1.1031502,0.000632396446621558,0.005384723423379738
2587,ADA,3.4149303,2.4112637,0.000637983125576351,0.005426420076749049
2589,SBF2,3.4122868,1.1686358,0.0006442031279365955,0.005474458951797121
2590,SLC39A7,3.4114754,1.3986459,0.0006461235208764764,0.005487748637368648
2596,TSC1,3.398388,1.0692246,0.0006778424138889416,0.005744744881515507
2599,TUBB2A,3.392564,1.8744652,0.0006924176216770597,0.0058619559269883935
2605,UBXN6,3.3852613,1.0806887,0.0007111055774273683,0.0060050894254090065
2618,FBXO31,3.3607614,1.4001473,0.0007772791123046918,0.00652422435552192
2622,KHSRP,3.3595836,1.2723343,0.0007806001975680948,0.006542793488352181
2626,LAX1,3.3576074,1.2165151,0.0007862018449483228,0.006580397924225271
2633,LRRK2,3.346627,1.5829177,0.000818011768083465,0.0068272743147362175
2636,FBH1,3.3410518,1.0902449,0.000834616415031003,0.0069560209194833205
2652,CLN8,3.3129923,1.2659715,0.0009230349823850977,0.00764703218295383
2653,MTA3,3.3126915,1.2680869,0.0009240288958302016,0.007652580360800087
2663,CEACAM21,3.3007426,2.3642921,0.0009642932957911263,0.007952555786358475
2664,ZNF83,3.298125,1.0214162,0.0009733277880942141,0.008024259791263616
2670,DGAT1,3.2903903,1.0596344,0.0010004847885111837,0.008230896641069874
2674,PMM1,3.281373,1.0482695,0.001033029869242273,0.008483856647086072
2677,PARP3,3.2799335,1.2389442,0.0010383155388368841,0.008516204114727463
2680,LAMP2,3.2708116,1.0925175,0.001072393391871541,0.008782686061188056
2683,TNK2,3.2626057,1.2569536,0.001103929782805388,0.009028431969353976
2687,HNRNPLL,3.2598836,2.1311197,0.0011145796125711447,0.00909976568506286
2690,FA2H,3.2549102,2.1187532,0.0011342817064174326,0.009247824219886238
2692,ZNF224,3.2533007,1.024703,0.0011407276138458815,0.009293957152089865
2694,PYCARD,3.2506309,1.2641797,0.0011514930828788203,0.009375195320865401
2698,HDGFL3,3.2468615,2.3124733,0.0011668513138150453,0.009483881391176485
2701,SNX30,3.245291,2.1381662,0.001173306269713286,0.009526504260076604
2705,CCDC92,3.2389567,1.1553277,0.0011996776218621214,0.009723022057890331
2707,FANCD2,3.2387867,1.0524529,0.0012003934362874392,0.009723022057890331
2715,CFP,3.2305677,3.420615,0.0012354463881265306,0.009979548630715434
2716,TECPR1,3.2284083,1.2585009,0.0012448116954467544,0.010051758620468608
2723,PMM2,3.2213542,1.1247166,0.0012758638074223843,0.010274381933330105
2726,COPRS,3.2163286,1.7186137,0.0012984207688687887,0.010445339266397418
2744,KDSR,3.1850235,1.3013698,0.0014474228529212502,0.011557348307679387
2748,ZNF711,3.1786106,1.3836854,0.0014798275202053987,0.011792156974817024
2754,CLP1,3.1761763,1.4293983,0.0014923021318485148,0.011865418063951123
2757,ALG2,3.175823,1.1281136,0.0014941209941946787,0.011869989170641871
2760,VPS41,3.1646464,1.309091,0.0015527157777396237,0.012314768313840168
2769,IFNLR1,3.1446357,1.2036301,0.0016629381581718273,0.01313159228749737
2793,RAB5B,3.10697,1.4297007,0.00189015592578792,0.01478732194775349
2796,PIGZ,3.1033056,3.0040107,0.0019137198156855082,0.014956797619081143
2797,FAM111B,3.1002822,1.437068,0.0019333627853771226,0.015105316724017286
2798,MYO1D,3.0967748,1.7718248,0.0019563839247248426,0.015280122361111998
2799,ZNF362,3.0959635,1.1688777,0.0019617454303773874,0.015316929339463275
2803,C11orf80,3.089904,1.3978026,0.00200221223117782,0.01561222837545097
2804,PIK3CD-AS2,3.08887,1.9007231,0.002009192960370946,0.01566148660622042
2805,PLAAT3,3.0884774,1.1086859,0.0020118497165086528,0.015677018441318497
2816,UROD,3.0684798,1.0191233,0.002151508482290747,0.016699130124139594
2822,CD68,3.0615697,1.201999,0.002201797454793741,0.017050205159283686
2831,CPSF1,3.0532985,1.0065408,0.002263407377103889,0.01746998179260402
2834,LSS,3.0510867,1.8059698,0.0022801477277388424,0.017581942769624274
2835,MID1IP1,3.0492938,1.0469708,0.0022938014649921184,0.017681448719206065
2836,RCC2,3.0491104,1.129865,0.00229520094673911,0.017686460315338954
2842,STMN1,3.0457993,1.7707673,0.0023206267332509765,0.01784742677905598
2844,PEX5,3.0371747,1.6625282,0.0023880701323555392,0.01835415803776874
2846,BICD1,3.0344133,1.1789385,0.0024100406058015214,0.018510962713548098
2847,C19orf12,3.0324502,1.2557281,0.002425771772959888,0.01862572906869624
2849,DOK3,3.029584,1.2383411,0.0024489080897799127,0.018791150079023173
2850,LZTS3,3.025383,1.1692091,0.0024831852865590752,0.01904178762789274
2853,CELSR1,3.0219672,1.4308529,0.002511378472100821,0.01923298704639704
2859,CC2D1B,3.0058172,1.2190006,0.002648681767376391,0.020245089299023626
2869,AHDC1,2.9895496,2.3927338,0.002793891566345856,0.021265470054969763
2877,COMT,2.9812782,1.0696404,0.002870478394270394,0.021792184477312355
2879,SLC33A1,2.980349,1.3978026,0.0028792009853212523,0.021844352573621835
2886,ACPP,2.9693034,6.5130267,0.002984758743218737,0.022579891223138415
2891,CTSC,2.966581,1.2327735,0.0030113095820850943,0.022744300821105436
2895,GNB4,2.9634533,1.0882034,0.0030420834121788454,0.02294736170586682
2897,ACAD11,2.9625633,1.7359321,0.003050891411814578,0.022999102520938834
2900,RALGAPA2,2.958323,1.5381567,0.003093179225885266,0.023295567730877452
2911,TNFRSF21,2.9478269,3.6276922,0.0032001632743022404,0.024009362289687152
2912,GTF3C3,2.9464788,1.2664273,0.0032141447882964125,0.024106596580286056
2918,MROH1,2.9366763,1.529535,0.003317502060028534,0.024826569791646633
2926,TMEM60,2.9208143,1.0770887,0.003491178371544907,0.02605193901472477
2931,AHSA1,2.9148726,1.0546939,0.0035583374561659483,0.02650282075666926
2932,FGFR1OP,2.9139435,1.4958402,0.0035689459428009133,0.026573448292722384
2952,ZNF251,2.8856223,1.3248117,0.003906407721316777,0.028894685504932585
2953,APOD,2.8851643,4.0492415,0.00391209631147698,0.028927697130260385
2955,AP2A1,2.8836198,1.4318008,0.003931330473896376,0.02905171984200882
2956,ZNF579,2.8808584,1.5265629,0.003965937977817514,0.029289122055828152
2964,GLMP,2.8684516,1.9969555,0.004124864472018833,0.03035833368664188
2971,LINC01619,2.8603897,1.3092299,0.004231208044445883,0.03107318091881026
2976,BAG3,2.8569083,1.2288632,0.004277893098551056,0.03136722920319993
2990,MIR155HG,2.83305,1.4500811,0.004610617643986651,0.03363969343153537
2991,CXXC1,2.832762,1.152639,0.004614772282494277,0.03365960141647478
3000,AGO4,2.822279,1.0135822,0.004768367083953095,0.034672756710580684
3001,PLXNA1,2.81974,2.4491708,0.004806256575789618,0.03493750352890741
3002,VCPIP1,2.8166122,1.0210567,0.004853309324476115,0.03526867610394389
3010,PITPNM2,2.8083148,2.3100972,0.004980152902510618,0.03609923769445268
3011,ATP2C1,2.806692,1.1999941,0.00500530914577358,0.036261605821882696
3012,MSTO1,2.8065479,1.0709995,0.0050075462870346294,0.03626668150134347
3017,GMPR2,2.8018627,1.0645351,0.005080850409736918,0.03674121085202833
3021,ALCAM,2.7920864,1.3670399,0.005236938490776825,0.03782357992588904
3024,AL121787.1,2.7901495,1.2776859,0.005268372963062523,0.03800409750830218
3026,GPN1,2.7859745,1.0324728,0.00533670731336553,0.038473519461626936
3034,GPRASP1,2.776787,1.332803,0.005489912597042867,0.03948153779037258
3037,LEPROT,2.7726514,1.2666163,0.005560163603158872,0.039950240951402996
3040,LZIC,2.766448,1.0171375,0.005667061731606318,0.04067205721564202
3047,GPR107,2.7590928,1.0382339,0.005796205684765438,0.0415072338524025
