,names,scores,logfoldchanges,pvals,pvals_adj
353,CD53,13.23205,1.2183222,5.730251389270821e-40,3.715690207169208e-38
354,SECISBP2L,13.217353,1.3338115,6.967275950080675e-40,4.5054414862946347e-38
355,GNB2,13.211922,1.1800405,7.488759900353218e-40,4.829431692022869e-38
356,MGAT5,13.179557,1.3736864,1.1506494280532467e-39,7.400212111809477e-38
357,SMARCB1,13.173143,1.4003738,1.2527054940934569e-39,8.034676026382571e-38
358,ST13,13.158093,1.2205354,1.528956911840655e-39,9.779937666714084e-38
359,GINM1,13.145189,1.400743,1.8135158936495784e-39,1.1568760983192164e-37
361,CYTIP,13.12137,1.3692443,2.4840342272646597e-39,1.5760930071539722e-37
362,ACTR2,13.116161,1.2592003,2.6607539375465372e-39,1.6836937047697295e-37
363,EIF3A,13.076938,1.3169206,4.460482682878038e-39,2.81499392417033e-37
364,NCBP2AS2,13.034849,1.5903789,7.752039426350081e-39,4.879236975470426e-37
365,CORO1A,13.021945,1.2537494,9.180266720534094e-39,5.762814771403357e-37
366,HSPA5,13.016343,1.3677578,9.878960449429737e-39,6.184962957238463e-37
367,INPP5D,12.996281,1.2283052,1.2844018808689648e-38,8.020036400568831e-37
368,JUND,12.993139,3.7053456,1.3382305509067451e-38,8.312172550803133e-37
369,NRROS,12.985705,1.4391649,1.4747270716473395e-38,9.135953562228912e-37
370,WDR1,12.985457,1.5553176,1.4795246825436757e-38,9.141680911538842e-37
371,LDLRAD4,12.966101,1.7145303,1.9047650217444462e-38,1.1738425276301348e-36
372,CAPZB,12.949323,1.1833762,2.3703655045525573e-38,1.453931348250301e-36
373,STAG1,12.949284,1.2809391,2.371578058197542e-38,1.453931348250301e-36
374,TCEA1,12.9184885,1.3250198,3.540275068896448e-38,2.159201872123071e-36
375,H3F3A,12.91748,2.9182937,3.586939748878431e-38,2.1820241982674636e-36
376,TMEM123,12.912756,1.1171032,3.8140028661806177e-38,2.314187908752214e-36
377,IQGAP2,12.908202,2.0258124,4.0464006321828786e-38,2.448902413369551e-36
378,ALOX5AP,12.907665,1.9240918,4.074691505554226e-38,2.4597172277646136e-36
379,CUL3,12.889487,1.3413615,5.158593647304292e-38,3.106078720850082e-36
380,SLC25A36,12.866924,1.4326758,6.909954432410827e-38,4.150016653134676e-36
381,MRFAP1,12.865379,1.3111231,7.049460469792435e-38,4.22305623016525e-36
382,QSOX2,12.864725,1.6028194,7.109414408165176e-38,4.2481900829347504e-36
383,RPA1,12.852161,2.656639,8.36401160910553e-38,4.985246616407016e-36
384,BRK1,12.836365,1.6880782,1.0257902387299896e-37,6.098671789608046e-36
386,ARHGDIA,12.825097,1.0597235,1.1863856609950152e-37,7.018110465279534e-36
387,ATP5MG,12.812651,1.7007555,1.3929398301014707e-37,8.219389702471254e-36
389,HNRNPL,12.798032,1.2183795,1.681593018119213e-37,9.873293533996961e-36
390,ELOB,12.754333,1.3464944,2.948884316765546e-37,1.7271095912808232e-35
391,ICAM3,12.7488365,1.2630979,3.1643407406290622e-37,1.8487112500264296e-35
392,PRKCSH,12.6653385,1.2470706,9.202277090588477e-37,5.36299620170765e-35
393,GGA2,12.642762,1.2129053,1.2266709404398115e-36,7.131308918029771e-35
394,H3F3B,12.603644,3.7018583,2.0160979124881714e-36,1.1691881825174033e-34
395,CD63,12.576423,1.5119418,2.8463110776577846e-36,1.6466049109303112e-34
396,TUBB,12.563714,1.2850269,3.3426419838883545e-36,1.9290068152987e-34
397,ST14,12.553179,1.8708429,3.818654614586871e-36,2.1983342650754612e-34
398,ITSN2,12.55293,1.200223,3.8306679549673535e-36,2.1998845679098407e-34
399,PDCD10,12.549161,1.4892738,4.017432286417979e-36,2.3015401518525137e-34
400,SH3BGRL,12.548729,1.3754427,4.039402000825669e-36,2.308523133789062e-34
401,TAF10,12.543481,1.2040559,4.3161013831291595e-36,2.4606990566666074e-34
402,JAK1,12.541571,1.2107551,4.4214549962525005e-36,2.514689211483079e-34
403,HMCES,12.5289545,2.2223635,5.184178191223707e-36,2.9413980251791622e-34
404,BAX,12.525761,1.3988034,5.3971289001155186e-36,3.0548784995066327e-34
405,DLG1,12.523339,1.6890957,5.564361169899661e-36,3.134501591721759e-34
406,MYDGF,12.5154085,1.5700285,6.149057476722009e-36,3.455623895787371e-34
407,ZNF639,12.513773,1.249351,6.27705488414418e-36,3.5191763997732794e-34
408,PTPN1,12.481499,1.3557168,9.419623222680457e-36,5.268515803908219e-34
409,TM9SF2,12.470492,1.3744582,1.0815537625561112e-35,6.0207343060405405e-34
410,SF3B2,12.46014,1.125865,1.231535481652002e-35,6.839513405513459e-34
411,HMGN2,12.455036,1.140152,1.3129166585418088e-35,7.274359598958289e-34
412,PTPRE,12.450678,2.9065163,1.386618023024355e-35,7.664717844834625e-34
413,GRHPR,12.432212,1.9657398,1.7473174148716087e-35,9.635965640937986e-34
414,CTSB,12.4288225,2.3507013,1.8230045995497294e-35,1.0029924839900295e-33
415,CHMP7,12.427919,1.8342037,1.8437121175291637e-35,1.0120264444195547e-33
416,HCK,12.426584,2.4920018,1.8747520874599788e-35,1.0266768798217606e-33
417,RBM25,12.403733,1.1464843,2.4942508210467154e-35,1.3627731974343893e-33
418,UNC93B1,12.37057,1.9774029,3.7713532532957155e-35,2.0557794650701798e-33
419,NEMF,12.367088,1.2194258,3.9383854690974746e-35,2.141882770209855e-33
420,NR3C1,12.356148,1.2713258,4.5126942212818915e-35,2.44857751045785e-33
421,CYTH1,12.315629,1.3507774,7.463103039982446e-35,4.0401747947868274e-33
422,GCC2,12.305709,1.1281228,8.439238127382624e-35,4.558154176673045e-33
423,MYO1C,12.285357,1.9337817,1.085636874689846e-34,5.85029387061745e-33
424,ADAM17,12.245729,1.5114248,1.7707873400559098e-34,9.499066724395373e-33
425,CBLB,12.235769,1.4241656,2.001985816803732e-34,1.0714936787759294e-32
426,SLC41A3,12.231595,2.019553,2.1076018533150446e-34,1.1254689263302035e-32
427,POLR1D,12.218612,1.1487591,2.4727087921224872e-34,1.317457011748692e-32
428,SLC25A3,12.194283,1.2120538,3.3342866077361947e-34,1.7725037568107524e-32
429,ANAPC5,12.18393,1.9237741,3.7858883416935554e-34,2.008052191662764e-32
430,RBM3,12.172728,1.3554273,4.343238929916941e-34,2.2985082614984203e-32
431,TOM1,12.163789,1.8416523,4.845807888307981e-34,2.558738335296046e-32
432,NCL,12.15163,1.1632034,5.623291170625129e-34,2.9626460156309136e-32
433,SENP5,12.115287,1.6564479,8.765724048214565e-34,4.607959570378806e-32
434,ARL8A,12.085827,1.3323209,1.2550138331468251e-33,6.582687000836558e-32
435,ZFP36,12.076469,1.6057355,1.4062975673862614e-33,7.359831814416392e-32
436,BMPR2,12.061811,2.2863505,1.6804596336976556e-33,8.775196622603045e-32
437,SELENOH,12.040648,1.485653,2.1724003717674645e-33,1.1319021186496128e-31
438,NCOA3,12.035832,1.191582,2.3029841433646662e-33,1.1972981219347182e-31
439,CXCR5,12.010744,1.2978477,3.1202467882085234e-33,1.6186194492766107e-31
440,BIK,11.991702,4.8144536,3.927516819392535e-33,2.0329206028096932e-31
442,PCBP2,11.96944,1.1619705,5.137408036198098e-33,2.6475598663402556e-31
443,MCOLN2,11.9555025,1.9082655,6.076521544374229e-33,3.1247088891473845e-31
444,CNDP2,11.949168,1.6225487,6.557865065513245e-33,3.364897590028459e-31
446,NPM1,11.903964,1.6495568,1.1285652672764602e-32,5.765698269161535e-31
447,YWHAQ,11.898899,1.3732234,1.1991892693712134e-32,6.113275232174676e-31
448,TMED10,11.895535,1.0366769,1.2484971026407352e-32,6.350921791730446e-31
449,TMBIM1,11.88517,1.2052104,1.4134687418691472e-32,7.174645745018812e-31
450,AFF4,11.848813,1.0871087,2.182596853277509e-32,1.1054899898692929e-30
451,UBE2D2,11.847544,1.0757724,2.2159076522192584e-32,1.1199586363025943e-30
452,CSDE1,11.846627,1.0283298,2.2402595191169399e-32,1.1298471245666054e-30
453,CDS2,11.843146,1.2904238,2.3352446811419646e-32,1.1752405161832364e-30
454,CD2AP,11.826407,1.6215804,2.850834736663663e-32,1.4316649423292008e-30
455,CCR7,11.8034525,1.4200716,3.746206882647225e-32,1.8773189182828545e-30
457,TUFM,11.737517,1.1236392,8.18536989657562e-32,4.084551494056541e-30
458,CAP1,11.729626,1.2831268,8.985477314422538e-32,4.4743506551121345e-30
459,SMIM14,11.72638,2.8977761,9.336653518667729e-32,4.639432273707672e-30
461,PSMD8,11.700794,1.3203593,1.2626585158674487e-31,6.247909633127755e-30
462,PRKD3,11.671949,1.3195271,1.7731235934747182e-31,8.75544689890874e-30
463,PFDN5,11.669568,1.8646163,1.823472528219067e-31,8.985265570679465e-30
464,ARPC2,11.652724,1.3626752,2.2223860502091656e-31,1.0928120404809778e-29
465,EIF3K,11.637399,1.2333095,2.660046983081872e-31,1.3053033044008612e-29
466,SYF2,11.61977,1.0818397,3.270149897703448e-31,1.601355768371255e-29
467,BAZ2A,11.618697,1.1089157,3.3114834915465565e-31,1.6182390238296763e-29
468,ILF2,11.610465,1.0728633,3.6462749495144357e-31,1.7781617279625874e-29
469,COX5A,11.595611,1.3777847,4.337604439940099e-31,2.1109376823898176e-29
470,ANKLE2,11.5954275,1.3267226,4.346897517189161e-31,2.111107450580571e-29
471,IFNAR2,11.57738,1.7128923,5.366114523041096e-31,2.600747455592176e-29
472,UQCRFS1,11.555263,1.1155571,6.9435275174668635e-31,3.358362294974803e-29
473,ZNF148,11.547358,1.3069752,7.612527718293e-31,3.666907994589177e-29
474,SH3GLB2,11.5453415,1.6994312,7.793098739412765e-31,3.746242556952332e-29
475,EVI2B,11.542764,1.1666371,8.030299545982449e-31,3.8524219549557674e-29
476,AC012368.1,11.5357485,2.4927218,8.71257391331058e-31,4.1712552145206815e-29
477,DCAF12,11.528956,5.285815,9.427960591844907e-31,4.504618498973995e-29
478,DUSP10,11.528603,1.7323779,9.466732670143401e-31,4.5140058830988824e-29
479,CTSH,11.475245,2.2063673,1.756781958407405e-30,8.359944468606852e-29
480,TACC1,11.474146,1.1467204,1.779251462832442e-30,8.44983345618393e-29
481,RASSF6,11.467838,2.4374018,1.913808576221803e-30,9.070607193687393e-29
482,SEC14L1,11.46297,1.2258697,2.0245213189137304e-30,9.576107553170497e-29
483,DERL3,11.3817625,2.297478,5.154756673993612e-30,2.4284974406441363e-28
484,ALKBH7,11.363753,1.2376995,6.336229844526653e-30,2.9791640043896925e-28
485,B4GALT3,11.360639,2.564296,6.566264174122945e-30,3.081183564648586e-28
486,RGS10,11.360181,2.1957722,6.600784610498288e-30,3.091236491301411e-28
487,AP3S1,11.349934,1.1208185,7.421921611778009e-30,3.46890328322369e-28
488,HLA-DMA,11.347944,1.7578439,7.59269798369013e-30,3.5417085080837574e-28
489,MNDA,11.323065,2.2077758,1.0088209040086938e-29,4.696489111896884e-28
490,COX6C,11.306758,1.0764619,1.2149626704931461e-29,5.645032266072781e-28
491,SNRNP25,11.304128,3.0222712,1.2519249603789709e-29,5.805340832971483e-28
492,TXNDC5,11.301222,1.7081685,1.2940468790833125e-29,5.988899703334006e-28
493,ATP5MF,11.296184,1.2197047,1.370456631635035e-29,6.330115044321278e-28
494,TUT4,11.290163,1.0802227,1.4676410905519162e-29,6.765768097714234e-28
495,SRSF9,11.260664,1.0267178,2.0520664450308684e-29,9.441505711903233e-28
496,ARF1,11.257131,1.039905,2.136012795123474e-29,9.808620623209992e-28
497,SEC11C,11.249998,1.2372798,2.3159798070709467e-29,1.0614382793455448e-27
498,ARL6IP1,11.241922,1.0416304,2.5379342780697114e-29,1.1609081931255696e-27
499,AKIRIN2,11.239985,1.0838234,2.5942389981388414e-29,1.1843679511232315e-27
500,YPEL3,11.201574,1.2102382,4.005516254317093e-29,1.825138999047227e-27
501,TMEM175,11.200488,1.6393329,4.054937053269428e-29,1.844097866441586e-27
502,TFRC,11.19914,1.5365796,4.117108474940047e-29,1.868771371807883e-27
503,PTPRC,11.195122,1.3672568,4.308081670612964e-29,1.9517015675907444e-27
504,DRAP1,11.194415,1.4470813,4.342570528090426e-29,1.963557321350926e-27
505,TTN,11.186891,1.6293701,4.727239055866182e-29,2.1334038897822083e-27
506,TESC,11.177886,1.0574443,5.232148999935075e-29,2.3567636039211367e-27
507,TMED9,11.167979,1.4215978,5.84968302353896e-29,2.624906243433271e-27
508,ASXL1,11.166199,1.093857,5.968052173961236e-29,2.672939951840741e-27
509,SFXN1,11.165348,1.9013262,6.025461971774619e-29,2.693541267420385e-27
510,TNFRSF13B,11.142,1.2327539,7.833981473257216e-29,3.495377404788092e-27
511,ATP5F1D,11.105735,1.1044528,1.1764546791891858e-28,5.2392188288495006e-27
512,PRPF40A,11.100775,1.0586143,1.243610493445672e-28,5.527860353445988e-27
513,PIK3CA,11.072899,1.3651847,1.6981732550918066e-28,7.534207394724044e-27
514,COBLL1,11.071093,1.068149,1.7327511972783806e-28,7.673194467047209e-27
515,CLEC2D,11.064928,1.6841367,1.856111768332551e-28,8.204083533324569e-27
516,NELFCD,10.974782,1.3865886,5.052753495087835e-28,2.229161509244078e-26
518,MAN2B1,10.961747,1.2975825,5.836171693975872e-28,2.5651985194210896e-26
519,RBBP7,10.9604645,1.1743203,5.9194797150923605e-28,2.596979176864777e-26
520,PHACTR1,10.957507,1.2343348,6.116121692504017e-28,2.678271248760154e-26
521,ABI1,10.956159,1.3479424,6.20787792255072e-28,2.713417455666012e-26
522,PPP4C,10.947901,1.0394539,6.8005589269187885e-28,2.9669795259161584e-26
523,ARHGAP17,10.945637,2.0537696,6.972634864491216e-28,3.036440972446239e-26
524,LAMP1,10.9438305,1.0106623,7.112988384752917e-28,3.0918575477960055e-26
525,JMJD1C,10.908272,1.1188511,1.0523798306084101e-27,4.566051680487188e-26
526,UBAP1,10.876338,1.5373603,1.4944616753057197e-27,6.472253013255211e-26
527,RPN2,10.868119,1.2754873,1.635367564829946e-27,7.069520262395827e-26
528,GOLGA8B,10.85019,1.4217783,1.9901183962257502e-27,8.587342688503909e-26
529,TFEB,10.848645,1.1530887,2.02402700642179e-27,8.717720699374729e-26
531,TXNL4A,10.842194,1.1953365,2.1720036539027327e-27,9.321054953284763e-26
533,CD74,10.834524,29.044067,2.3619039608279056e-27,1.0099278838300915e-25
534,ARF5,10.810063,1.0932782,3.08455992090978e-27,1.3165437217582918e-25
536,LRMP,10.777607,1.9887029,4.3916288433979226e-27,1.8676687493823635e-25
537,CARD11,10.764899,1.5707003,5.041685585029384e-27,2.140268073083607e-25
538,ADAM19,10.764637,1.7946694,5.056032294615994e-27,2.142505031415104e-25
539,BRWD1,10.746786,1.2880404,6.136270977325546e-27,2.595598635803134e-25
540,RGS2,10.745032,1.0654167,6.254010804808871e-27,2.6406693564562393e-25
541,HEBP2,10.731735,1.008762,7.222687668944614e-27,3.044233875894638e-25
542,SNX10,10.724904,1.511073,7.776803042273449e-27,3.271940859300895e-25
544,LAMTOR5,10.701255,1.017134,1.0040927327214336e-26,4.209520563130373e-25
545,EIF3E,10.687552,1.0818931,1.1640260251137321e-26,4.871366360063726e-25
546,RCSD1,10.682239,1.012979,1.2326271905608985e-26,5.149327359081219e-25
547,PHAX,10.663785,2.0742288,1.503506108786057e-26,6.269832983335212e-25
548,SYNGR2,10.65681,1.6648766,1.6206140135797008e-26,6.7462702932137e-25
551,MFN1,10.631276,1.8646287,2.1317514913721297e-26,8.827321131729189e-25
552,ARHGEF1,10.60005,1.0485958,2.978222729483538e-26,1.2310856582136592e-24
554,SNRPD1,10.591752,1.2236006,3.254423726656292e-26,1.3405613127446502e-24
555,BRI3,10.583364,1.0799917,3.559476641943322e-26,1.4636642365816765e-24
556,UBE2J1,10.581099,1.180636,3.6465565947911196e-26,1.4968639183800833e-24
557,MRGBP,10.5744505,1.2882366,3.914652407204076e-26,1.6041239716534342e-24
558,RBX1,10.572893,1.0921668,3.9802267627411975e-26,1.6281679771400432e-24
559,USP6NL,10.572539,1.3029776,3.9952558713701776e-26,1.6314883102413547e-24
560,GYPC,10.570786,1.2768986,4.070681238717804e-26,1.6594177768127172e-24
561,MTPN,10.569019,1.06057,4.148096672752594e-26,1.6880607890858533e-24
562,ARID1B,10.545292,1.2777925,5.340683251083276e-26,2.169641080470199e-24
565,RRAS2,10.53443,1.2401015,5.994584140057794e-26,2.4227768742771256e-24
566,NFATC1,10.505322,1.4392924,8.16430519306691e-26,3.294052914050569e-24
567,HERPUD1,10.490979,1.1300781,9.503858523503561e-26,3.827979056830283e-24
568,S1PR1,10.488466,1.0723966,9.759993143640942e-26,3.924448350414943e-24
569,KPNB1,10.485128,1.1006832,1.0110777554315243e-25,4.05858303766161e-24
570,PRKCB,10.451376,1.158376,1.4441406152080075e-25,5.78710542287854e-24
571,BBC3,10.44995,1.0045059,1.4660280128217757e-25,5.864857489259724e-24
572,SDCBP,10.445147,1.4574746,1.5421674788903114e-25,6.159015059940443e-24
574,RBBP6,10.431981,1.0205208,1.771562113961029e-25,7.051295206715374e-24
575,GPX7,10.428395,2.0031674,1.839698445095014e-25,7.310168754137644e-24
576,SAMSN1,10.426274,1.0021882,1.8811985149381907e-25,7.462508999678339e-24
578,RYK,10.400166,1.4013962,2.475037187206485e-25,9.76894694475496e-24
579,FCRL2,10.394682,2.5818686,2.621611393326256e-25,1.0330199284921474e-23
580,BACE2,10.375547,2.1959271,3.203698480051937e-25,1.2581846127232257e-23
581,HCST,10.363795,1.7324328,3.6229508299900897e-25,1.4204735621304998e-23
583,MZT2A,10.340709,1.1166384,4.6111331307617705e-25,1.8019300543935442e-23
584,SSR4,10.303043,1.0354975,6.826671865245212e-25,2.663304727857566e-23
585,ZMYM2,10.301028,1.1175505,6.971237651396779e-25,2.715216539371587e-23
586,LAMTOR1,10.290217,1.0862082,7.799984742424509e-25,3.0329990094801596e-23
587,DDX18,10.280821,1.9542626,8.599203666821847e-25,3.338273094539409e-23
588,ESR2,10.270508,2.2526207,9.569940031851321e-25,3.7090196153002744e-23
590,KLHL6,10.234308,1.4499826,1.3918643149470437e-24,5.376787794712777e-23
592,RBM39,10.200621,1.1635284,1.9700857269936665e-24,7.585633509662563e-23
593,QARS,10.183778,1.2200273,2.3428587141548166e-24,9.006269418598719e-23
595,TBC1D1,10.16357,1.3376993,2.883200123247906e-24,1.103693315614158e-22
596,ALOX5,10.163506,1.2559931,2.8851365323642566e-24,1.103693315614158e-22
597,CBX3,10.159631,1.1004143,3.0020971776137556e-24,1.1465776647769817e-22
599,ABTB1,10.140982,1.3776468,3.634288986421393e-24,1.3835503701049053e-22
600,MPC1,10.140524,1.2792522,3.6513716684176154e-24,1.3878152252763442e-22
601,P4HB,10.137723,1.2416259,3.757563522809688e-24,1.4258805760269627e-22
603,SS18,10.132566,1.4397357,3.9611382439636666e-24,1.498313236735167e-22
604,NFKBIZ,10.132134,1.4194655,3.978676652573325e-24,1.502539280491011e-22
605,SHOC2,10.130355,1.0793608,4.051771497237589e-24,1.5276990838546137e-22
606,RABAC1,10.129242,1.0241266,4.098129614356241e-24,1.5427137685430678e-22
607,CD19,10.124741,1.0471737,4.291170172678852e-24,1.612810343721958e-22
608,NAP1L4,10.124413,1.3191098,4.3055452965868924e-24,1.6156404711500862e-22
610,HNRNPA1,10.110737,1.6785183,4.951061599156148e-24,1.8519795075258724e-22
611,IRF4,10.107099,1.4649341,5.138363013202349e-24,1.9189997183641623e-22
612,PRMT2,10.103225,1.5106314,5.3455098502952784e-24,1.9932080410192647e-22
613,KDM5B,10.093632,1.5322516,5.894762409511465e-24,2.19454380365456e-22
615,ZNF395,10.074563,1.3052902,7.157832395256159e-24,2.656388648195458e-22
616,DOP1B,10.063177,1.7101853,8.036242071695695e-24,2.9776989265028805e-22
617,COMMD2,10.062745,1.0943235,8.071583832657616e-24,2.986106476523788e-22
619,GORASP2,10.054591,1.1438199,8.76843286038496e-24,3.233770637557285e-22
621,DDX46,10.044318,1.0700462,9.731864805533802e-24,3.577900389486204e-22
622,UBE2G1,10.041831,1.4214389,9.980385134160065e-24,3.663561902357388e-22
623,DCTN2,10.034908,1.2171987,1.0705915875582218e-23,3.923784664772781e-22
624,USP7,10.032356,1.2154382,1.0986336146804209e-23,4.0203177065584454e-22
625,E2F5,10.021716,1.109245,1.2235992914189826e-23,4.470683293399729e-22
626,PTRHD1,10.01385,1.519432,1.324933601312566e-23,4.8334478812643735e-22
628,SYK,9.956409,1.37872,2.3644804863691035e-23,8.585974295349223e-22
630,LMAN1,9.928363,1.1178864,3.133569281536862e-23,1.1326437328042045e-21
632,CYFIP2,9.918613,1.1064994,3.4552389122544434e-23,1.2450992984113226e-21
634,DDOST,9.917121,1.1528782,3.507264042107742e-23,1.2599992874561497e-21
635,FCRL5,9.913221,2.5716093,3.646951795187822e-23,1.3081915383255039e-21
636,EIF4G1,9.908732,1.478522,3.814563015347772e-23,1.3662387079097642e-21
641,RRAGC,9.88397,1.6410954,4.8857719254799924e-23,1.7367300415226543e-21
643,FAM107B,9.87799,1.1106879,5.1862894853643304e-23,1.838017878724539e-21
646,S100A11,9.86536,2.2572665,5.882288777380531e-23,2.0753312707401e-21
648,CALCOCO1,9.841436,2.1841624,7.463745155887831e-23,2.6254363176515718e-21
649,RHOC,9.839133,2.4699826,7.636602404725069e-23,2.6822429547429434e-21
650,PUM2,9.827786,1.0144792,8.54770073148366e-23,2.997791684475614e-21
653,CHD9,9.799557,1.1288464,1.1308085622301954e-22,3.948295043538359e-21
654,ANKRD10,9.797345,1.2879157,1.1558386141754233e-22,4.029728036984124e-21
656,TSPAN33,9.787739,1.4003702,1.2710667922684775e-22,4.418407878926785e-21
657,TRAPPC1,9.786666,1.491566,1.2846256354895554e-22,4.458973363891173e-21
658,IFT57,9.776837,1.0122286,1.4156569409582552e-22,4.906571332957077e-21
659,TIMP1,9.768958,2.4910877,1.5301731537095904e-22,5.2957004321125306e-21
660,NSF,9.746212,1.0000306,1.9147959842448772e-22,6.617120002361909e-21
662,TPR,9.738791,1.0282072,2.0598897394379226e-22,7.088314692833602e-21
664,KMT2C,9.73535,1.0207571,2.1308347619297613e-22,7.320828658781391e-21
665,BTG1,9.724605,3.6354585,2.3682290099389214e-22,8.124608913021564e-21
666,FGD3,9.721032,1.9058088,2.4528260874461667e-22,8.402620339911738e-21
667,ACP5,9.718414,1.7228576,2.5166936301090664e-22,8.608915906009317e-21
668,PARL,9.714266,1.4390998,2.621311365751243e-22,8.953807838759275e-21
669,SNRPD3,9.706152,1.2912804,2.838523901558132e-22,9.681745613941703e-21
670,M6PR,9.699621,1.2994218,3.0262056954674304e-22,1.0307003323249316e-20
672,NXPH4,9.667099,2.6105292,4.1600411221716813e-22,1.4127978504549382e-20
673,MAP4K5,9.6547575,1.161621,4.692691372860021e-22,1.5914022194484924e-20
674,LNPEP,9.652467,1.4220353,4.798715888148761e-22,1.625022827947994e-20
675,PDS5A,9.610784,1.0998876,7.199900012693483e-22,2.434659598848199e-20
676,DDX17,9.589961,1.136752,8.811796359458017e-22,2.975462510333155e-20
679,TNFRSF10A,9.583313,1.4975649,9.398089790832618e-22,3.1553785680373014e-20
680,PHTF2,9.579583,1.082204,9.743746654788967e-22,3.266784833707159e-20
681,CSNK2A1,9.574125,1.5186435,1.0272280681193657e-21,3.439101289620055e-20
685,EIF3B,9.554639,1.4375788,1.2401620916473948e-21,4.128567820755072e-20
688,COTL1,9.542624,1.1778886,1.3926297895474388e-21,4.6166068711640723e-20
689,CDK5RAP3,9.541198,1.0466557,1.4119222933574317e-21,4.6739974600442444e-20
690,CELF1,9.534628,1.4093823,1.5042427369380853e-21,4.9726388403290793e-20
692,WDR11,9.503165,1.4504131,2.0360486025474453e-21,6.711851280157452e-20
693,FAM102A,9.493114,1.4872471,2.2423269898247505e-21,7.371259601787407e-20
695,LTA4H,9.488678,1.2264835,2.3398327896439964e-21,7.670426851939895e-20
699,CCAR1,9.462346,1.0392034,3.0111079479124754e-21,9.802921502700435e-20
700,ISG15,9.456142,1.7546626,3.195136776300922e-21,1.0373426868092251e-19
701,UBAP2,9.453001,2.982352,3.2925150566186756e-21,1.0674894626561896e-19
703,TMEM131,9.449363,1.0942839,3.408985747932203e-21,1.1022231590197778e-19
707,PLEKHA1,9.407339,1.5172691,5.088543348339265e-21,1.6340801176986622e-19
709,PABPC1,9.394291,1.7041204,5.7604366508399914e-21,1.8448247797798685e-19
713,KDELR1,9.340632,1.0234044,9.57601522342282e-21,3.0502386952557193e-19
715,AIP,9.33634,1.190753,9.972171553519178e-21,3.163617811528403e-19
716,RBM5,9.336131,1.1903378,9.991905429453057e-21,3.1656234074010806e-19
717,LRPAP1,9.331629,1.2634872,1.0425648870286435e-20,3.2941979957880953e-19
719,SORL1,9.276976,1.627529,1.7435767461967604e-20,5.487152258730952e-19
721,ADD3,9.254582,1.0659615,2.150686119798589e-20,6.75035166031996e-19
725,CIAO2A,9.227767,1.1579865,2.763331988757863e-20,8.604607510640085e-19
727,EVL,9.2248745,1.0561948,2.8389356537468514e-20,8.816762925708806e-19
728,CMTM7,9.202704,1.0053098,3.4905263680356615e-20,1.0826135856076967e-18
730,UBXN7,9.19353,1.4114652,3.801568971389194e-20,1.1759951825910766e-18
731,RMC1,9.187562,1.4518785,4.0184516409803896e-20,1.2414596084039285e-18
733,FIS1,9.185835,1.107202,4.0834854486314236e-20,1.2582572721155024e-18
734,PIGR,9.180024,2.7385657,4.309965298237835e-20,1.3263117462100082e-18
738,CRYBG1,9.1514015,1.2480627,5.619964606775632e-20,1.7204672453142053e-18
739,NME2,9.147907,1.1237313,5.804716067288564e-20,1.7747242660131087e-18
740,TCEA2,9.124978,1.2479594,7.175085719538973e-20,2.1908609086452574e-18
741,BASP1,9.124572,1.1664934,7.20201018039646e-20,2.1962409081123727e-18
743,TMCC1,9.099431,1.3731169,9.080606517210769e-20,2.761978809609868e-18
746,RAB3GAP1,9.093005,1.0608898,9.633850252789701e-20,2.9189700579794003e-18
747,SPTAN1,9.084577,1.3083972,1.0410263772423578e-19,3.1501725105194066e-18
748,PLK3,9.083085,1.4660873,1.0554005822054663e-19,3.1895800181556496e-18
749,UQCR10,9.081201,1.1372176,1.0738381303238415e-19,3.2397377361991483e-18
750,TMSB4X,9.081109,4.9036326,1.0747424680947053e-19,3.2397377361991483e-18
754,GYG1,9.051715,1.7058997,1.4074087416856016e-19,4.2209744002547965e-18
757,RBBP4,9.038143,1.171719,1.593560584603282e-19,4.761115250429274e-18
758,ZBTB7A,9.02516,1.0244921,1.7943280748479498e-19,5.35417516442935e-18
759,TAGLN2,9.01647,1.8281556,1.9424751398129947e-19,5.781619259143267e-18
761,APEX1,9.006458,1.1038749,2.1281859886805671e-19,6.318436967399677e-18
762,TUBA4A,9.00515,1.0030572,2.1537234820679243e-19,6.386223033574022e-18
763,FBXO21,8.996695,1.0969033,2.326148167314209e-19,6.888842558734916e-18
764,CLECL1,8.986618,1.6510863,2.5495584341063817e-19,7.531567924932782e-18
765,TRIO,8.985924,1.205515,2.565693337977211e-19,7.569757482034514e-18
766,LIMS1,8.985296,1.7094532,2.5803931193933513e-19,7.603622821103778e-18
767,CDKN2A,8.984707,2.7130597,2.594249725479855e-19,7.634922228242022e-18
768,H2AFV,8.977444,1.370507,2.7713137077427965e-19,8.145867676694052e-18
769,EPS15,8.965756,1.0478896,3.081589130489536e-19,9.046610478475686e-18
773,PFKL,8.947342,1.218184,3.641439585205879e-19,1.0624091289198314e-17
774,RC3H1,8.932475,1.0784683,4.165829531899886e-19,1.2139021535979384e-17
776,BTG3,8.928064,1.0899903,4.3352716492370046e-19,1.2601652307505051e-17
777,HLA-DQB1,8.926926,3.044124,4.380109402759942e-19,1.270520979614672e-17
778,OPTN,8.926887,1.1561408,4.3816636758307965e-19,1.270520979614672e-17
